question_type,question,prefix,prompt,ground_truth,top_4_tokens,model_answer,image_url
color recognition,What color are the girl's lips?,Answer:,Answer with one word: What color are the girl's lips? What color are the girl's lips? Answer:,red,"[""Red"", ""Orange"", ""Dark"", ""Pur""]",Red,http://images.cocodataset.org/train2014/COCO_train2014_000000109986.jpg
color recognition,What color is the school bus?,Answer:,Answer with one word: What color is the school bus? What color is the school bus? Answer:,blue yellow,"[""Blue"", ""White"", ""Black"", ""What""]",Blue,http://images.cocodataset.org/train2014/COCO_train2014_000000131225.jpg
color recognition,What color is the bus?,Answer:,Answer with one word: What color is the bus? What color is the bus? Answer:,blue and yellow,"[""Blue"", ""White"", ""Black"", ""What""]",Blue,http://images.cocodataset.org/train2014/COCO_train2014_000000131225.jpg
color recognition,What color are the stakes in the dirt?,Answer:,Answer with one word: What color are the stakes in the dirt? What color are the stakes in the dirt? Answer:,yellow,"[""Black"", ""White"", ""Orange"", ""Brown""]",Black,http://images.cocodataset.org/train2014/COCO_train2014_000000262299.jpg
color recognition,What color shirt is the man standing in the background wearing?,Answer:,Answer with one word: What color shirt is the man standing in the background wearing? What color shirt is the man standing in the background wearing? Answer:,yellow,"[""White"", ""Green"", ""Red"", ""Blue""]",White,http://images.cocodataset.org/train2014/COCO_train2014_000000262299.jpg
color recognition,What color are the majority of sheep?,Answer:,Answer with one word: What color are the majority of sheep? What color are the majority of sheep? Answer:,black,"[""Black"", ""Brown"", ""White"", ""Dark""]",Black,http://images.cocodataset.org/train2014/COCO_train2014_000000393386.jpg
color recognition,What color are the flowers?,Answer:,Answer with one word: What color are the flowers? What color are the flowers? Answer:,pink,"[""Red"", ""Pur"", ""White"", ""What""]",Red,http://images.cocodataset.org/train2014/COCO_train2014_000000262329.jpg
color recognition,What color is the bus?,Answer:,Answer with one word: What color is the bus? What color is the bus? Answer:,red and yellow,"[""Red"", ""White"", ""What"", ""Orange""]",Red,http://images.cocodataset.org/train2014/COCO_train2014_000000393403.jpg
color recognition,What color are the girls earrings?,Answer:,Answer with one word: What color are the girls earrings? What color are the girls earrings? Answer:,silver,"[""Silver"", ""Black"", ""White"", ""Gold""]",Silver,http://images.cocodataset.org/train2014/COCO_train2014_000000524476.jpg
color recognition,What color is the plate?,Answer:,Answer with one word: What color is the plate? What color is the plate? Answer:,white,"[""White"", ""What"", ""Brown"", ""Black""]",White,http://images.cocodataset.org/train2014/COCO_train2014_000000000194.jpg
color recognition,What color is the car?,Answer:,Answer with one word: What color is the car? What color is the car? Answer:,orange,"[""Orange"", ""Red"", ""Brown"", ""What""]",Orange,http://images.cocodataset.org/train2014/COCO_train2014_000000393412.jpg
color recognition,What color is the sign?,Answer:,Answer with one word: What color is the sign? What color is the sign? Answer:,black and white,"[""Black"", ""White"", ""Green"", ""Brown""]",Black,http://images.cocodataset.org/train2014/COCO_train2014_000000393419.jpg
color recognition,What color is the girl's brush?,Answer:,Answer with one word: What color is the girl's brush? What color is the girl's brush? Answer:,blue,"[""Blue"", ""White"", ""Black"", ""Pur""]",Blue,http://images.cocodataset.org/train2014/COCO_train2014_000000131279.jpg
color recognition,What color is the comb?,Answer:,Answer with one word: What color is the comb? What color is the comb? Answer:,blue,"[""Blue"", ""Black"", ""White"", ""Brown""]",Blue,http://images.cocodataset.org/train2014/COCO_train2014_000000131279.jpg
color recognition,What color is the table?,Answer:,Answer with one word: What color is the table? What color is the table? Answer:,brown,"[""White"", ""Brown"", ""Gray"", ""Tan""]",White,http://images.cocodataset.org/train2014/COCO_train2014_000000393428.jpg
color recognition,What color is the knife handle?,Answer:,Answer with one word: What color is the knife handle? What color is the knife handle? Answer:,silver,"[""Silver"", ""Gray"", ""White"", ""Gold""]",Silver,http://images.cocodataset.org/train2014/COCO_train2014_000000262359.jpg
color recognition,What color eyes does the cat have?,Answer:,Answer with one word: What color eyes does the cat have? What color eyes does the cat have? Answer:,blue,"[""Blue"", ""Green"", ""Brown"", ""Gray""]",Blue,http://images.cocodataset.org/train2014/COCO_train2014_000000393432.jpg
color recognition,What color is the umbrella?,Answer:,Answer with one word: What color is the umbrella? What color is the umbrella? Answer:,pink,"[""White"", ""Red"", ""What"", ""Blue""]",White,http://images.cocodataset.org/train2014/COCO_train2014_000000000036.jpg
color recognition,What color is the man's skin?,Answer:,Answer with one word: What color is the man's skin? What color is the man's skin? Answer:,white,"[""White"", ""Brown"", ""Black"", ""Tan""]",White,http://images.cocodataset.org/train2014/COCO_train2014_000000474858.jpg
color recognition,What color is the shirt of the man standing?,Answer:,Answer with one word: What color is the shirt of the man standing? What color is the shirt of the man standing? Answer:,black,"[""Black"", ""White"", ""Blue"", ""Dark""]",Black,http://images.cocodataset.org/train2014/COCO_train2014_000000474858.jpg
color recognition,What color is the board?,Answer:,Answer with one word: What color is the board? What color is the board? Answer:,white,"[""White"", ""Orange"", ""Black"", ""Red""]",White,http://images.cocodataset.org/train2014/COCO_train2014_000000474858.jpg
color recognition,What colors are in the kite?,Answer:,Answer with one word: What colors are in the kite? What colors are in the kite? Answer:,"black, blue, red, orange, yellow","[""Red"", ""Blue"", ""Rain"", ""Multi""]",Red,http://images.cocodataset.org/train2014/COCO_train2014_000000393438.jpg
color recognition,What color is the train's bumper?,Answer:,Answer with one word: What color is the train's bumper? What color is the train's bumper? Answer:,red,"[""Black"", ""Red"", ""Gray"", ""Orange""]",Black,http://images.cocodataset.org/train2014/COCO_train2014_000000165859.jpg
color recognition,What color dresses are the women wearing?,Answer:,Answer with one word: What color dresses are the women wearing? What color dresses are the women wearing? Answer:,orange,"[""Orange"", ""Blue"", ""Red"", ""White""]",Orange,http://images.cocodataset.org/train2014/COCO_train2014_000000393442.jpg
color recognition,What color is the plate?,Answer:,Answer with one word: What color is the plate? What color is the plate? Answer:,white,"[""White"", ""What"", ""Black"", ""Brown""]",White,http://images.cocodataset.org/train2014/COCO_train2014_000000393445.jpg
color recognition,What color is the picket fence?,Answer:,Answer with one word: What color is the picket fence? What color is the picket fence? Answer:,white,"[""White"", ""Brown"", ""Red"", ""Black""]",White,http://images.cocodataset.org/train2014/COCO_train2014_000000524525.jpg
color recognition,What color is this airplane?,Answer:,Answer with one word: What color is this airplane? What color is this airplane? Answer:,"red, white, and blue","[""Blue"", ""White"", ""Black"", ""Red""]",Blue,http://images.cocodataset.org/train2014/COCO_train2014_000000000247.jpg
color recognition,What color is the woman's shirt?,Answer:,Answer with one word: What color is the woman's shirt? What color is the woman's shirt? Answer:,red,"[""Red"", ""Mar"", ""Orange"", ""White""]",Red,http://images.cocodataset.org/train2014/COCO_train2014_000000262399.jpg
color recognition,What color is the lighted sign?,Answer:,Answer with one word: What color is the lighted sign? What color is the lighted sign? Answer:,blue,"[""Blue"", ""White"", ""Green"", ""Black""]",Blue,http://images.cocodataset.org/train2014/COCO_train2014_000000000260.jpg
color recognition,What color is the surfboard?,Answer:,Answer with one word: What color is the surfboard? What color is the surfboard? Answer:,red,"[""Red"", ""White"", ""Orange"", ""Brown""]",Red,http://images.cocodataset.org/train2014/COCO_train2014_000000131339.jpg
color recognition,What color is the bus in the mirror?,Answer:,Answer with one word: What color is the bus in the mirror? What color is the bus in the mirror? Answer:,yellow,"[""Orange"", ""Gold"", ""Black"", ""Brown""]",Orange,http://images.cocodataset.org/train2014/COCO_train2014_000000262415.jpg
color recognition,What color is the phone?,Answer:,Answer with one word: What color is the phone? What color is the phone? Answer:,gray,"[""Silver"", ""Gray"", ""Black"", ""White""]",Silver,http://images.cocodataset.org/train2014/COCO_train2014_000000393489.jpg
color recognition,What color is the shower curtain?,Answer:,Answer with one word: What color is the shower curtain? What color is the shower curtain? Answer:,white,"[""White"", ""Gray"", ""Brown"", ""Tan""]",White,http://images.cocodataset.org/train2014/COCO_train2014_000000546179.jpg
color recognition,What color are the dishes?,Answer:,Answer with one word: What color are the dishes? What color are the dishes? Answer:,pink and yellow,"[""Blue"", ""Pur"", ""Clear"", ""Red""]",Blue,http://images.cocodataset.org/train2014/COCO_train2014_000000000009.jpg
color recognition,What color is the water in the bathtub?,Answer:,Answer with one word: What color is the water in the bathtub? What color is the water in the bathtub? Answer:,clear,"[""Blue"", ""White"", ""Clear"", ""Gray""]",Blue,http://images.cocodataset.org/train2014/COCO_train2014_000000131351.jpg
color recognition,What color are these mattresses?,Answer:,Answer with one word: What color are these mattresses? What color are these mattresses? Answer:,white,"[""Red"", ""White"", ""Orange"", ""Black""]",Red,http://images.cocodataset.org/train2014/COCO_train2014_000000131352.jpg
color recognition,What color are the items on the truck?,Answer:,Answer with one word: What color are the items on the truck? What color are the items on the truck? Answer:,white,"[""White"", ""Blue"", ""Black"", ""Green""]",White,http://images.cocodataset.org/train2014/COCO_train2014_000000393503.jpg
color recognition,What color is the locomotive?,Answer:,Answer with one word: What color is the locomotive? What color is the locomotive? Answer:,black,"[""Black"", ""Blue"", ""Gray"", ""Brown""]",Black,http://images.cocodataset.org/train2014/COCO_train2014_000000497565.jpg
color recognition,What color is the sky?,Answer:,Answer with one word: What color is the sky? What color is the sky? Answer:,orange,"[""Orange"", ""Red"", ""Blue"", ""Dark""]",Orange,http://images.cocodataset.org/train2014/COCO_train2014_000000101431.jpg
color recognition,What color is the carpet in the middle of the floor?,Answer:,Answer with one word: What color is the carpet in the middle of the floor? What color is the carpet in the middle of the floor? Answer:,blue,"[""Blue"", ""Red"", ""White"", ""Black""]",Blue,http://images.cocodataset.org/train2014/COCO_train2014_000000109277.jpg
color recognition,What color hat is this man wearing?,Answer:,Answer with one word: What color hat is this man wearing? What color hat is this man wearing? Answer:,black,"[""Black"", ""Brown"", ""Blue"", ""Dark""]",Black,http://images.cocodataset.org/train2014/COCO_train2014_000000131376.jpg
color recognition,What color are the shoelaces?,Answer:,Answer with one word: What color are the shoelaces? What color are the shoelaces? Answer:,red,"[""Black"", ""White"", ""Red"", ""Blue""]",Black,http://images.cocodataset.org/train2014/COCO_train2014_000000131376.jpg
color recognition,What color is the guy's shirt?,Answer:,Answer with one word: What color is the guy's shirt? What color is the guy's shirt? Answer:,white,"[""White"", ""Black"", ""Gray"", ""Blue""]",White,http://images.cocodataset.org/train2014/COCO_train2014_000000131376.jpg
yes/no,Is this man a professional baseball player?,Answer:,Answer with one word: Is this man a professional baseball player? Is this man a professional baseball player? Answer:,yes,"[""Yes"", ""yes"", ""Not"", ""No""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000458752.jpg
